country,sex,education,ID,age,marital_status,hh_size,child,employment_status,income_loss,insurance_unemp,lost_job,work_hours,hh_resp,child_rep,adult_care,hh_resp3,child_rep3,hh_resp0,child_rep0,adult_care0,partner_support,child_support,dsupport,ssupport,family_support,domestic_support,source_info,use_info,food_access,access_product,access_care,access_water,access_transp,access_soc,ill_death,mental_health,discrimination,violence,cash_relief,inkind_relief,friends_support,ngo_support,num_child,hh_loss,count_adult,adult_care3,lost_dw_support,lost_relative_support,received_info,gov_support_unemp,weights,urban_rural,refugee_camp,employed,safe,reason_safe1,violence_spouse,violence_family,increase_gbv,priority_gbv,head,disability,hh_resp_b,child_rep_b,adult_care_b,nonhh_rep,risk_covid,reason_safe,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,coping_8,coex,safe_community,UserId,employment_status_a,emp_y,emp_y_a,lost_job_hh,food_need,violence_comm,GBV_problem,GBV_change,help_women,region,hh_size_cat,age_cat,age_cat2,education2,edu_age,edu_child,young_child,hh_comp_mar,countryweightf,countryweightm,_merge,weights_sample
Colombia,Men,Technical,,31,Single,11,1,Other,,yes,,,No,No,No,No,No,,,,,yes,,,yes,,Radio/Television/Newspaper,yes,No,No,,No,yes,yes,yes,No,Yes,,yes,No,,,3,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,No,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,8 and more,30-34,25-34,Tertiary Education and More,0,0,0,Single Parent,1,1,Matched (3),1
Colombia,Women,Technical,,50,Living with partner/Cohabiting,7,1,Own Account Worker,yes,yes,yes,,No,No,yes,No,No,,,,yes,yes,,,yes,,Radio/Television/Newspaper,yes,yes,yes,No,No,No,yes,No,No,No,,No,No,,,4,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,No,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,6-7,50-54,45-59,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Colombia,Women,Tertiary,,36,Living with partner/Cohabiting,4,1,Formal employee,,yes,No,No change,No,No,No,No,No,,,,yes,yes,,,yes,yes,Radio/Television/Newspaper,yes,yes,No,yes,No,yes,yes,yes,No,No,,No,No,,,2,,,,,,yes,,1,,,,Yes,,,,,,No,No,No,Yes,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Colombia,Women,Technical,,41,Living with partner/Cohabiting,3,0,Own Account Worker,yes,yes,yes,,No,,,No,,,,,yes,yes,,,No,,Radio/Television/Newspaper,yes,yes,yes,yes,No,No,yes,yes,No,No,,No,No,No,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,42,Living with partner/Cohabiting,3,0,Formal employee,No,yes,No,No change,yes,yes,,No,No,,,,yes,,,,,No,Radio/Television/Newspaper,yes,No,No,,No,No,No,No,No,No,,No,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,No,,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,Tertiary,,38,Living with partner/Cohabiting,1,1,Formal employee,yes,yes,No,Increased,No,,,No,,,,,,,,,,,Official Government websites or other communication platforms,yes,yes,No,,yes,yes,yes,No,No,No,,No,yes,,,,,,,,,yes,,1,,,,Yes,,,,,,yes,,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,LACRO,1,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Colombia,Women,Primary,,58,Living with partner/Cohabiting,6,0,Own Account Worker,yes,yes,yes,,No,No,No,No,No,,,,yes,yes,,,No,No,Radio/Television/Newspaper,yes,No,yes,,No,yes,yes,No,No,No,,yes,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,No,yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,LACRO,6-7,55-60,45-59,Secondary Education or Less,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,Secondary,,57,Separated/Divorced,1,1,Own Account Worker,yes,yes,No,Decreased,No,,No,No,,,,,,,,,,,Radio/Television/Newspaper,yes,No,No,,No,,,No,No,No,,No,No,,,,,,,,,yes,,1,,,,Yes,,,,,,yes,,Yes,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,LACRO,1,55-60,45-59,Secondary Education or Less,0,1,0,Single Parent,1,1,Matched (3),1
Colombia,Women,Technical,,19,Living with partner/Cohabiting,5,1,Informal/no insurance employee,,yes,No,Decreased,No,No,,No,No,,,,yes,No,,,yes,,Radio/Television/Newspaper,yes,yes,No,No,No,No,No,No,No,No,,No,No,,,3,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,Yes,,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,4-5,18-24,18-24,Tertiary Education and More,0,0,1,Partnered with children,1,1,Matched (3),1
Colombia,Women,Secondary,,40,Married,7,1,Did not work (not in the labor force),,yes,,,yes,yes,yes,No,No,,,,yes,yes,,,,,Radio/Television/Newspaper,yes,yes,No,yes,No,No,yes,No,No,No,,yes,yes,,,2,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,Yes,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,6-7,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,1,1,Matched (3),1
Colombia,Men,Secondary,,58,Single,3,0,Own Account Worker,yes,yes,yes,,yes,,No,No,,,,,,,,,yes,,Radio/Television/Newspaper,yes,No,No,,No,No,No,yes,No,Yes,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,Yes,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,55-60,45-59,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Men,Tertiary,,24,Living with partner/Cohabiting,3,0,Informal/no insurance employee,No,yes,No,Increased,No,,yes,No,,,,,yes,,,,yes,,Internet and social media ,yes,yes,No,,No,No,No,yes,No,No,,No,yes,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,No,No,,No,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,18-24,18-24,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Secondary,,57,Separated/Divorced,5,0,Employer,yes,yes,yes,,yes,,No,No,,,,,,yes,,,yes,No,Radio/Television/Newspaper,yes,yes,No,,yes,No,yes,yes,No,No,,No,yes,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,55-60,45-59,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Technical,,26,Separated/Divorced,6,1,Formal employee,yes,yes,No,No change,yes,yes,No,No,No,,,,,yes,,,No,,Radio/Television/Newspaper,yes,No,No,No,No,No,yes,yes,yes,No,,No,No,,,3,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,No,No,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,6-7,25-29,25-34,Tertiary Education and More,0,0,0,Single Parent,1,1,Matched (3),1
Colombia,Men,Tertiary,,24,Single,5,0,Did not work (not in the labor force),,yes,,,No,,yes,No,,,,,,,,,yes,No,Internet and social media ,yes,No,No,,No,No,No,yes,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,yes,Yes,,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,37,Single,7,0,Own Account Worker,yes,yes,yes,,No,No,No,No,No,,,,,yes,,,yes,,Internet and social media ,yes,yes,No,,No,yes,yes,yes,yes,Yes,,yes,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,LACRO,6-7,35-39,35-44,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Technical,,42,Living with partner/Cohabiting,3,0,Informal/no insurance employee,yes,yes,yes,,yes,No,,No,No,,,,No,yes,,,,,Internet and social media ,yes,yes,yes,,No,No,yes,No,No,No,,No,yes,,,1,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Secondary,,35,Separated/Divorced,5,1,Informal/no insurance employee,yes,yes,yes,,yes,yes,No,No,No,,,,,yes,,,yes,,Radio/Television/Newspaper,yes,yes,No,,No,yes,yes,yes,yes,Yes,,No,No,,,2,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,4-5,35-39,35-44,Secondary Education or Less,0,1,0,Single Parent,1,1,Matched (3),1
Colombia,Men,Tertiary,,24,Single,3,0,Did not work (not in the labor force),,yes,,,yes,,,No,,,,,,,,,No,,Internet and social media ,yes,No,No,,No,No,No,No,yes,No,,yes,yes,,,0,,,,,,yes,,1,,,,No,,,,,,No,No,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,2-3,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Men,Secondary,,52,Married,4,0,Employer,No,yes,No,Increased,yes,No,yes,No,No,,,,No,yes,,,yes,yes,Radio/Television/Newspaper,yes,No,No,,No,No,yes,No,No,Yes,,No,yes,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,No,Yes,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,4-5,50-54,45-59,Secondary Education or Less,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Technical,,44,Living with partner/Cohabiting,4,0,Own Account Worker,yes,yes,No,No change,yes,,,No,,,,,yes,yes,,,,,Radio/Television/Newspaper,yes,yes,yes,,yes,yes,No,No,No,Yes,,yes,yes,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,4-5,40-44,35-44,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,Secondary,,71,Widowed,2,0,Employer,yes,yes,yes,,yes,,No,No,,,,,,,,,,,Radio/Television/Newspaper,yes,yes,yes,,yes,yes,yes,No,No,Yes,,No,yes,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,Yes,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Technical,,37,Living with partner/Cohabiting,5,1,Did not work (not in the labor force),,yes,,,No,No,,No,No,,,,yes,yes,,,,,Internet and social media ,yes,yes,No,,No,yes,No,yes,No,No,,yes,yes,,,2,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Colombia,Women,Tertiary,,54,Living with partner/Cohabiting,3,0,Formal employee,yes,yes,No,Increased,No,,yes,No,,,,,No,,,,yes,No,Radio/Television/Newspaper,yes,yes,No,,yes,yes,yes,yes,yes,Yes,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,No,,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,50-54,45-59,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,42,Single,4,0,Own Account Worker,yes,yes,No,Decreased,No,,,No,,,,,,yes,,,yes,,Internet and social media ,yes,yes,No,,No,No,No,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,40-44,35-44,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Men,Secondary,,42,Living with partner/Cohabiting,3,0,Informal/no insurance employee,yes,yes,yes,,yes,No,,No,No,,,,yes,,,,,,Radio/Television/Newspaper,yes,yes,No,,No,No,yes,No,yes,No,,No,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,No,No,No,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,LACRO,2-3,40-44,35-44,Secondary Education or Less,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,38,Living with partner/Cohabiting,5,1,Informal/no insurance employee,No,yes,No,Increased,No,No,No,No,No,,,,yes,yes,,,yes,,Radio/Television/Newspaper,yes,No,yes,,yes,No,yes,No,No,No,,No,yes,,,2,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,Yes,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Colombia,Men,Primary,,67,Living with partner/Cohabiting,3,0,Informal/no insurance employee,yes,yes,yes,,yes,yes,,No,No,,,,yes,yes,,,,,Radio/Television/Newspaper,yes,yes,yes,,yes,No,No,yes,yes,Yes,,No,yes,No,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,No,No,No,,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,No Education,,70,Living with partner/Cohabiting,3,0,Other,,yes,,,yes,,No,No,,,,,No,,,,No,,Radio/Television/Newspaper,yes,yes,No,,No,yes,yes,yes,yes,Yes,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,,No,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Technical,,49,Living with partner/Cohabiting,6,0,Formal employee,yes,yes,No,Decreased,No,,,No,,,,,No,yes,,,No,,Internet and social media ,yes,No,No,,No,No,No,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,No,,,,,,yes,No,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,6-7,45-49,45-59,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Secondary,,32,Living with partner/Cohabiting,4,1,Did not work (not in the labor force),,yes,,,No,No,,No,No,,,,No,No,,,No,No,Radio/Television/Newspaper,yes,yes,No,No,yes,No,No,No,No,No,,yes,yes,,,2,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,1,1,Matched (3),1
Colombia,Women,Primary,,62,Separated/Divorced,2,0,Did not work (not in the labor force),,yes,,,yes,No,No,No,No,,,,,yes,,,No,,Radio/Television/Newspaper,yes,No,yes,,No,No,No,yes,yes,No,,yes,yes,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,Yes,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,25,Living with partner/Cohabiting,3,0,Informal/no insurance employee,yes,yes,No,Increased,yes,yes,yes,No,No,,,,No,yes,,,yes,yes,Internet and social media ,yes,No,No,No,No,No,No,yes,yes,No,,No,No,No,,1,,,,,,yes,,1,,,,Yes,,,,,,No,No,No,Yes,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,Tertiary,,25,Living with partner/Cohabiting,5,0,Own Account Worker,yes,yes,yes,,No,No,No,No,No,,,,yes,yes,,,yes,No,Internet and social media ,yes,No,No,No,No,No,No,No,No,No,,No,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,No,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,25-29,25-34,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,Tertiary,,44,Living with partner/Cohabiting,3,0,Formal employee,yes,yes,yes,,No,,,No,,,,,No,No,,,yes,yes,Radio/Television/Newspaper,yes,yes,No,,No,No,No,No,No,No,,No,No,No,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,34,Married,6,0,Informal/no insurance employee,yes,yes,yes,,No,,No,No,,,,,No,yes,,,yes,,Radio/Television/Newspaper,yes,No,No,,yes,No,yes,yes,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,yes,Yes,,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,6-7,30-34,25-34,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,35,Single,5,0,Employer,yes,yes,yes,,yes,No,yes,No,No,,,,,yes,,,yes,,Internet and social media ,yes,yes,No,,No,No,yes,No,yes,Yes,,No,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,No,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,32,Single,1,1,Formal employee,yes,yes,No,Increased,No,,yes,No,,,,,,,,,,,Non-governmental organization/Civil society organization,yes,No,No,,No,yes,yes,yes,yes,No,,No,No,,,,,,,,,yes,,1,,,,Yes,,,,,,yes,,Yes,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,LACRO,1,30-34,25-34,Tertiary Education and More,0,0,0,Single Parent,1,1,Matched (3),1
Colombia,Men,Tertiary,,20,Single,5,0,Did not work (not in the labor force),,yes,,,yes,No,,No,No,,,,,,,,,,Internet and social media ,yes,yes,yes,,yes,yes,yes,No,No,Yes,,yes,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,No,No,No,No,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,34,Single,3,0,Formal employee,,yes,No,Decreased,yes,,No,No,,,,,,,,,yes,,Internet and social media ,yes,yes,No,,No,yes,yes,yes,No,Yes,,No,No,No,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,LACRO,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Men,Tertiary,,48,Living with partner/Cohabiting,7,1,Employer,yes,yes,yes,,yes,No,yes,No,No,,,,yes,yes,,,yes,,Radio/Television/Newspaper,yes,yes,No,,,yes,yes,No,No,Yes,,No,yes,,,2,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,No,Yes,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,6-7,45-49,45-59,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Colombia,Women,Tertiary,,50,Separated/Divorced,2,0,Formal employee,No,No,No,No change,No,,,No,,,,,,,,,No,,Radio/Television/Newspaper,yes,No,No,,No,No,yes,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,50-54,45-59,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Technical,,46,Separated/Divorced,6,0,Formal employee,yes,yes,yes,,No,No,yes,No,No,,,,,No,,,yes,,Internet and social media ,yes,yes,No,yes,No,No,yes,yes,yes,No,,yes,yes,No,No,1,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,Yes,Yes,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,6-7,45-49,45-59,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,44,Separated/Divorced,4,0,Informal/no insurance employee,yes,yes,yes,,No,No,No,No,No,,,,,yes,,,,,Radio/Television/Newspaper,yes,yes,yes,,yes,yes,yes,yes,yes,No,,No,No,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,Yes,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,40-44,35-44,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Men,Technical,,32,Single,3,0,Contributing family workers ,yes,,No,Decreased,No,,No,No,,,,,,,,,No,,Official Government websites or other communication platforms,yes,yes,yes,,No,yes,yes,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,,Yes,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Primary,,45,Separated/Divorced,2,0,Informal/no insurance employee,,yes,No,Increased,yes,,yes,No,,,,,,No,,,No,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,No,,,,,,yes,No,Yes,,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,45-49,45-59,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Men,Tertiary,,28,Single,2,0,Formal employee,yes,yes,yes,,No,,No,No,,,,,,,,,yes,yes,,yes,No,No,,No,No,yes,yes,No,Yes,,No,yes,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,yes,Yes,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,LACRO,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Technical,,32,Living with partner/Cohabiting,6,0,Own Account Worker,yes,yes,yes,,yes,yes,,No,No,,,,yes,yes,,,yes,,Radio/Television/Newspaper,yes,yes,No,,No,No,yes,No,No,No,,No,No,,No,1,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,Yes,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,6-7,30-34,25-34,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,Technical,,60,Living with partner/Cohabiting,3,0,Formal employee,yes,yes,yes,,No,,No,No,,,,,yes,,,,yes,,Radio/Television/Newspaper,yes,yes,No,,No,yes,No,No,No,No,,No,yes,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,No,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,60,Living with partner/Cohabiting,4,0,Formal employee,No,yes,No,Increased,yes,yes,yes,yes,yes,,,,yes,yes,,,yes,No,Radio/Television/Newspaper,yes,No,No,yes,yes,yes,yes,No,No,No,,No,yes,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,No,No,No,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,LACRO,4-5,>=60,>60,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Men,Tertiary,,32,Living with partner/Cohabiting,2,0,Formal employee,No,yes,No,Increased,yes,,,yes,,,,,yes,,,,yes,,Internet and social media ,yes,yes,No,No,No,No,No,yes,yes,No,,yes,No,yes,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,26,Married,2,0,Informal/no insurance employee,No,yes,No,Increased,yes,,,No,,,,,yes,,,,,,Internet and social media ,yes,No,No,,No,No,No,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,No,,,,,,No,No,Yes,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Technical,,44,Living with partner/Cohabiting,3,0,Informal/no insurance employee,yes,yes,yes,,No,,No,No,,,,,yes,yes,,,,,Radio/Television/Newspaper,yes,yes,No,,No,yes,yes,No,yes,No,,yes,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,LACRO,2-3,40-44,35-44,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Primary,,74,Widowed,3,0,Own Account Worker,yes,yes,No,Decreased,yes,,,No,,,,,,,,,No,,Radio/Television/Newspaper,yes,No,No,,No,No,No,yes,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,yes,No,Yes,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Tertiary,,58,Married,4,0,Other,,yes,,,No,,,No,,,,,yes,yes,,,No,,Radio/Television/Newspaper,yes,No,No,,No,No,No,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,No,Yes,,,,,,,,,,,,,,No,No,,,,,,,,,,,LACRO,4-5,55-60,45-59,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Technical,,51,Living with partner/Cohabiting,2,0,Did not work (not in the labor force),,yes,,,yes,,No,No,,,,,yes,,,,yes,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,No,No,,yes,yes,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,yes,Yes,,No,,,,,,,,,,,,No,Yes,,,,,,,,,,,LACRO,2-3,50-54,45-59,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Colombia,Women,Technical,,36,,5,0,Not employed,,yes,,,No,No,,No,No,,,,,,,,No,,Radio/Television/Newspaper,yes,No,No,,No,yes,yes,No,No,No,,No,yes,,,1,,,,,,yes,,1,,,,Yes,,,,,,yes,yes,Yes,Yes,,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,,1,1,Matched (3),1
Colombia,Women,Technical,,49,Single,2,0,Informal/no insurance employee,yes,yes,yes,,yes,,yes,No,,,,,,,,,No,,Radio/Television/Newspaper,No,yes,yes,,No,yes,yes,yes,yes,Yes,,No,No,,,0,,,,,,yes,,1,,,,No,,,,,,yes,yes,Yes,,Yes,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,2-3,45-49,45-59,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Colombia,Women,Technical,,23,Single,4,0,Did not work (not in the labor force),,yes,,,No,,,No,,,,,,,,,yes,,Internet and social media ,yes,No,No,,No,No,No,No,No,No,,No,No,,,0,,,,,,yes,,1,,,,Yes,,,,,,No,No,No,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,LACRO,4-5,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
